#gene	differential_expression_T_test_p_value	out_aug/HAP1_KO1_a_L000/HAP1_KO1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_b_L000/HAP1_KO1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_c_L000/HAP1_KO1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_a_L000/HAP1_P1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_b_L000/HAP1_P1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_c_L000/HAP1_P1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM
AMIGO3	0.025641876741702103	5.067592969728052	4.658015012557331	4.742916999868278	4.117547709116007	4.353812817519244	4.27871725288855
AMOTL1	0.04442934612127495	12.72239059613806	12.396845636177602	12.347069412505801	15.228586139016448	13.75198576859942	15.497431385463619
AMOTL2	0.02705200814001962	15.68682165195645	15.40135243774188	15.082354245051675	17.960011768602055	20.108149742806205	18.44884854661367
ANAPC15	0.04029235059284371	24.907773985441384	23.472996987945113	23.874056665059115	19.912079107057018	17.19311694352542	21.02004489503719
ANGEL2	0.0334537717518265	2.349897552415103	2.8558812018577275	2.405722729275359	2.0672943973836406	1.5480539924292902	1.8847790376269347
ANGPTL2	0.010899486045153839	1.0789309755749885	1.0232758059313327	0.7146927226619355	3.871454106195556	3.2798445132307332	2.759909727027827
ANGPTL6	0.012609048415520192	2.750731423247583	3.987253934268969	2.2085988891681367	6.471497899395548	5.355563095460962	6.180392399048181
ANGPTL8	0.02328686611325061	16.528144541022584	12.957162934536996	14.229740048460608	20.85448831899458	18.473640235481316	18.94533898449711
ANK2	0.01206946680568269	3.651582506745417	4.112541599251165	4.025264077130598	2.976180357758912	2.8187890695394002	2.920106682862308
ANK3	0.013490064173943064	1.2752176241690263	1.3986186457312133	1.2906540792927823	1.1124949591800153	0.9949693155949437	0.9189298938728546
ANKH	0.038412423314311085	4.895385849695036	5.242344834028908	5.271756323439839	4.172156944643955	4.769189810535765	4.444522178775415
ANKIB1	0.029371258785441518	3.9283397831791675	4.165449343228766	4.558898941172397	5.4452655876038145	4.8895354534300655	4.902662330818454
ANKLE1	0.02691646721201658	13.218913592484043	13.153882617124891	12.432605630068268	17.53062267386184	20.514905668427343	17.36001270323318
ANKRD11	0.000233470193717502	16.4594488241788	15.784797557061404	15.251894207471054	8.9756833902302	8.3034599787536	7.4579601261104
ANKRD12	0.03096259199614107	1.6975487592215897	1.8069221012230212	1.8318268727616942	2.0030659795362076	2.2955635661696054	2.2486666641584145
