gene	differential_expression_T_test_p_value	out_aug/HAP1_KO1_a_L000/HAP1_KO1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_b_L000/HAP1_KO1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_c_L000/HAP1_KO1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_a_L000/HAP1_P1_a_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_b_L000/HAP1_P1_b_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_c_L000/HAP1_P1_c_L000_gene_featureCounts_only_count.csv_quantile_normalized_RPKM	HAP1_P1	HAP1_KO1	rratio
KCNK4-TEX40	0.0226254633704495	2.249120611218418	1.6826866562659724	1.538534572077408	0.7155241574234376	0.4874656238562764	0.6209675710700643	0.6079857841165928	1.8234472798539327	-0.9997902173399696
AP001625.4	0.0160142220743511	3.864654366301656	3.038821305357095	2.5046545856026934	1.2948670728607108	1.3276592987888336	0.5271265369122328	1.0498843028539258	3.136043419087148	-0.9967487519186505
ZBED3	0.0025961863333129	6.503278610718187	7.096703562302803	8.252440184727844	2.142195185637957	2.0881485426923665	3.1033356020533653	2.444559776794563	7.284140785916279	-0.9949079998764392
FEZF2	0.0008452120063285	2.1319255113560573	2.006659977083008	1.8276661865530484	0.472120627906825	0.6884520301009607	0.8456417651338742	0.66873814104722	1.9887505583307046	-0.9934284330860774
VEGFA	2.1412174247211028e-05	12.783982485336944	12.609279142562036	12.59838293989928	4.390348005813123	4.410319256821064	4.005498661683083	4.268721974772423	12.66388152259942	-0.9915970156780712
AC005538.3	0.0100343923364725	5.661787481173494	5.717645474713826	7.763163491986417	3.171792961938017	1.2021940966581952	2.0948758553158777	2.1562876379706966	6.380865482624579	-0.9896924150188635
CDKN1A	0.0005604223997123	17.335103030171478	17.240099579692764	17.335103030171478	6.097737958735114	5.280282465873093	6.192726421747142	5.856915615451783	17.30343521334524	-0.9884582217693464
RP4-536B24.2	0.0006517246162707	373.76526211178026	385.20757121496223	338.2611128363819	134.28086331887235	110.23203379008125	127.6555442326212	124.05614711385827	365.74464872104153	-0.9868848873355064
ARHGAP9	0.0482061520780638	4.68918466552439	3.34745338109259	2.7089991838306964	1.2640179494866512	0.9352470206070352	1.4472541638806071	1.2155063779914312	3.5818790768158926	-0.9865259821693864
ANKRD34B	0.0094517704600947	1.1848196833803344	1.7237641881692216	1.5437013166394704	0.6920026447226255	0.5225568815636089	0.2970667360737449	0.5038754207866598	1.4840950627296756	-0.9861511024139521
MSL3P1	0.0098109408642222	4.60229772443728	4.698095376215504	6.311437113188732	2.6189829625284524	0.9898029127323054	1.7145795830916326	1.7744551527841301	5.203943404613838	-0.982886896935408
SLC7A5	0.0011732854520837	229.26065673063064	221.02366227434536	201.98784950052692	80.00707595715188	73.10514244839379	69.86830929354487	74.32684256636351	217.42405616850098	-0.980954740654838
STAC3	0.0072835730831368	3.0266222473246405	3.823247912803048	3.40145992054288	0.8680903363164898	1.83598152663555	0.8054044830021699	1.1698254486514033	3.4171100268901893	-0.979863174540707
ANO9	0.0242406187486692	1.622037174228181	1.0705077795292348	1.0970238071041745	0.6422256365128666	0.4781685299443537	0.1989130946824866	0.439769087046569	1.2631895869538636	-0.9670469547836903
RP11-173P15.9	0.0426618835941205	1.4870388788278384	1.9004853333909555	1.0218258287412385	0.6570067562018922	0.2182820812601883	0.6607004957818138	0.5119964444146314	1.4697833469866772	-0.9665926625427929
LAMC3	0.0083949415729452	3.99962478397216	3.387166506541243	3.11097005869726	1.133769363765723	1.15084425879183	1.3818470476128577	1.2221535567234703	3.499253783070221	-0.9645853714652175
MIR500A	0.0290376397030141	16.81994152282562	14.421675223421502	10.478777964872489	2.883454335759557	8.818758689032508	2.87174485991409	4.857985961568718	13.90679823703987	-0.9644461859723518
FGF13-AS1	0.0417809361895803	1.5338677279865172	2.3266720794118942	2.266022544215751	1.3946775735096677	0.5078467766696216	0.2405007422680465	0.7143416974824452	2.042187450538054	-0.9634186193961728
RP11-390P2.4	0.0048165863787061	24.456571498686127	27.2069723292613	25.51102368309921	12.642502859824612	6.799431880933419	7.752469319510726	9.064801353422919	25.724855837015543	-0.9577590484663614
PRR22	0.030821554315372	7.596504137791006	6.957926036939994	4.913955636392541	2.669622323972002	2.0966398004098736	2.1960268385030424	2.320762987628306	6.48946193704118	-0.9463320142349857
