gene	Methylation_A_1_Test	Methylation_A_2_Test	Methylation_A_3_Test	Methylation_A_4_Test	Methylation_A_5_Test	Methylation_A_6_Test	Methylation_A_7_Test	Methylation_A_8_Test	Methylation_A_9_Test	Methylation_A_10_Test	Methylation_A_11_Ctrl	Methylation_A_12_Ctrl	Methylation_A_13_Ctrl	Methylation_A_14_Ctrl	Methylation_A_15_Ctrl	Methylation_A_16_Ctrl	Methylation_A_17_Ctrl	Methylation_A_18_Ctrl	Methylation_A_19_Ctrl	Methylation_A_20_Ctrl
Yipf5	0.7268879920140798	0.6812034827449152	0.6888825902216652	0.690575325668021	0.7178649789835921	0.7117414550360126	0.7357674722338355	0.7296251043089049	0.7190198012612236	0.7157337939753509	0.6497529183495647	0.6618210815002097	0.6968713945669386	0.622658419867037	0.6656253358748072	0.646340548318621	0.6448321717891786	0.6355067685405805	0.6509323263253096	0.6123152530689956
AABR07030919.1	-1.7659995123690349	-1.8317489120231245	-1.7207965155070954	-1.9012664643048889	-2.0427059064531785	-1.569498823846964	-1.635678884110911	-1.811668630623168	-1.8143944784168464	-2.038613683929558	-1.335624272763428	-1.4106493873576291	-1.6233961985335887	-1.5993533811103102	-1.5967644811045802	-1.2795469245727844	-1.2840071196352238	-1.2404970980546346	-1.516703405502439	-1.4465603229100656
Stat1	1.3731736494527182	1.456435366796714	1.3080800323170887	1.3477854744214186	1.391528399486376	1.343471726809238	1.2501017165797097	1.369751978966791	1.2950975905983195	1.2491143069012889	1.454886307986004	1.422692042787035	1.4858298814418571	1.4403172918192717	1.381008111554146	1.4737753538649956	1.5094641298562204	1.6263817848157456	1.5097971427475023	1.5299239006208951
Cstf2t	0.2989113839965931	0.3919613882660642	0.3725697432786571	0.4059901279375951	0.3511892417911848	0.3449020497647827	0.3373486444526199	0.3399363119449355	0.3082628793359233	0.3105422486199534	0.4103263813362205	0.4603520526665284	0.3923550748583559	0.3751125363286589	0.3916393692773939	0.4248107795877422	0.4453006411998784	0.4683827133860314	0.4442530323392917	0.4139257884983396
Gigyf2	0.6934217530577534	0.6820154358767259	0.7038463514843449	0.7438556555872909	0.7236414577530579	0.7204027813703412	0.6788136696537401	0.7305314413632416	0.6574238815485234	0.6589483364319894	0.7770765450708952	0.8009380786364131	0.7073157489201778	0.7353762938010385	0.7598534998144787	0.7850361421923563	0.8004880047040296	0.7915778592779663	0.7526451700712653	0.77538020227011
Ccdc93	-0.0887006083285533	-0.0781707645883066	-0.0631016768320353	-0.1029324458836158	-0.1081097828453542	-0.0616576916908664	-0.157493463759463	-0.1206616032003308	-0.1158618384867086	-0.1291516843193976	-0.0683095095537309	-0.0818247685993956	0.0366010556708492	-0.0087592183420497	-0.0648889361193954	0.0227513978182135	0.000796440501415	0.0348285164081349	-0.0148611039866365	-0.0145961194721145
Ep400	0.8756542198287415	0.8834468215168058	0.8765789416955393	0.880877208716312	0.908193096345802	0.8826561287652145	0.8456854344290636	0.8541900880455273	0.8196450040314239	0.8727795058767522	0.8975334586883297	0.9212889847309524	0.9132691270292442	0.93563591223534	0.897420553910927	0.9762533650372864	0.975173044687959	1.0021377831632394	1.0080764098583108	0.9822226462154272
LOC100911807	-2.9518368989486	-1.8317489120231245	-2.218491103638532	-1.7493643231439118	-2.303781468085557	-1.2090145967366346	-1.8673985609022108	-2.341065963364384	-1.8670832915318871	-2.038613683929558	-0.7117483307667262	-1.7571666399591022	-0.8164011253576062	-0.9094369702454312	-1.2688585359263764	-1.3510263080147975	-1.0538189415932142	-1.7737662647593797	-1.0396566076409497	-1.7219643922353525
Gabarapl2	1.0630259093661567	1.037524372462559	1.0358644967827495	1.077149757580142	1.0245448181956047	1.0027218546667245	1.0471625210753015	1.0103342307713157	1.0304818737527817	1.0018927030628175	0.9965363192541666	0.9732481913876848	1.0083654567792155	0.985004632573712	0.9963236213030529	0.9495866870103772	0.953181901440862	0.9488363669559368	0.92953287744681	0.9534044963100742
-	-0.2344578282931146	-0.2221502453353777	-0.3170414882297448	-0.3439083342285288	-0.2632653965765758	-0.2285608547887926	-0.40046464867388	-0.3236504157811182	-0.3768666221660894	-0.3923813563365309	-0.2177788463280135	-0.1468722009928953	-0.2439757829376148	-0.1959523903976772	-0.2470290370697121	-0.1393287536244291	-0.2083967859271518	-0.1637369683612428	-0.1068083261999001	-0.136558008761108
Cox16	0.6892934082485259	0.6775332246735633	0.6240485740565551	0.6533054752192509	0.671189809408565	0.6495336413691971	0.6815684792050761	0.650015763180853	0.7164073939746537	0.7470244398618187	0.617110758237578	0.5939547814047292	0.6235161904726604	0.5382351237977397	0.6339115564237008	0.4867370114368345	0.5720156252419634	0.4649880856040864	0.550604997351938	0.6074856753865698
Ddost	1.0962466043366226	1.095596888933417	1.1342100215459003	1.127758827973307	1.133671629888617	1.0822693613634198	1.1236602157344342	1.1059487679858102	1.150812016881794	1.1225707467778727	1.0860544447071927	1.0589485114665358	1.1117630905939104	1.0502472190455665	1.0947015282630592	1.010594907604844	1.0318827406040438	1.00580463678307	1.0537559935536176	1.0414880940767006
Atp5o	1.219256508577126	1.24180228838571	1.2714625204365408	1.290697848925192	1.2638371345358086	1.2180247864247673	1.3054693020556905	1.2480897855772095	1.2827130669132247	1.2859494988386633	1.212402379493076	1.1832065588592864	1.2452114876373397	1.218358715469222	1.2229464135607298	1.112055669451398	1.1382832065413828	1.0775096448829242	1.0699086216804878	1.1332183321401808
Prrc2a	1.550618757186091	1.5313903971061975	1.535778170929945	1.5203676537672637	1.557816312927713	1.506050157601032	1.4659313123673237	1.505438843708596	1.5168624107249016	1.5547822316403483	1.5550564698390958	1.5737532360676898	1.5823270629361097	1.5972595623430232	1.5533330514197583	1.60243446502599	1.596906812288609	1.6050582580476966	1.6081361434025074	1.5687760294738575
Gdf10	-0.7761253589730405	-1.1209379926121756	-0.7588673540981069	-1.0693874077999408	-0.9322292770829804	-0.744254579588481	-1.0075945352033284	-0.8172132470084312	-1.0826706557327843	-0.8710713155352936	-0.4106903902716798	-0.6509470219415857	-0.5018981948618649	-0.6701810933905503	-0.7021641979016718	-0.5657689356890616	-0.9737831443567394	-0.6525207438245615	-0.8518107847859919	-0.3987345334034656
AABR07065923.1	-2.271211963058677	-2.5424891970141665	-2.890133347122337	-2.836114217176041	-2.303781468085557	-2.906815973853542	-2.3110582882195807	-2.5330771610989946	-2.4133450161279333	-2.924850244643118	-2.857872675980221	-2.441332787163914	-2.2492773542596485	-2.3734184513845675	-2.5679009376162085	-0.4812304396664756	-0.3752916348829394	-0.5924770978601117	-2.5961103772698557	-2.1210684968670503
Lrp1	1.3029473489665095	1.243513310543599	1.3154402408620838	1.26417933677549	1.2906560827877225	1.310539375201973	1.250249145830482	1.289067981893099	1.333315549834115	1.2719531192193343	1.3571437752694129	1.4108019473338242	1.3650548282434067	1.3611842604112785	1.3655542432224714	1.3760325096324753	1.300032404277002	1.3689901137948894	1.4856083357378354	1.3063684573603618
Dhrs11	0.2492459119899727	0.31261946223701	0.1691977675253877	0.169757298978021	0.2407421332970577	0.1766885785480448	0.229194569835474	0.1540902903558149	0.1983692680545896	0.2753728117997984	0.0720478194415062	0.050844225501925	0.099352991605058	0.116069531802019	0.2157231151857067	0.046886521043848	0.0387615277060736	0.0043720089877887	0.1398590907424048	0.0590209092194776
Mrpl37	1.328884420321933	1.343742649418485	1.3657831841123744	1.3895147678023307	1.3339672044365056	1.2986115784445749	1.3394185032904895	1.3192231687151434	1.3641569244289051	1.3642980816789834	1.3152600610828726	1.318262986354179	1.297608181950992	1.2541355527618936	1.3109555823887262	1.2304429795657257	1.2549970826240886	1.1912758976825968	1.2349522676441802	1.2635200821291226
Clic1	1.0167605217822275	0.9845349572468082	0.9599104613284348	1.031952948339193	0.9872889596313584	0.9923216518553418	1.0229451773154474	1.035920883061381	1.028372658639102	1.0068358915085451	0.9481145511100064	0.9421375109631244	0.993390359886936	0.868670892880967	1.0022305275931085	0.904704709939912	0.9194184201086996	0.8534268015804192	0.8336427633862655	0.8381997074179941
Gpam	-0.169478478839426	-0.2637045477386313	-0.1433746062009454	-0.2952799337286207	-0.3041437984710925	-0.1962080034918197	-0.1244740857047654	-0.1654871184227797	-0.3046848014288752	-0.2670457096863877	-0.1930888647324077	-0.0893216278076033	-0.1559097423824626	-0.0235616837255493	-0.0783394772807364	-0.0782732026231062	-0.1090502135105254	-0.0265417230051361	-0.160982094300555	-0.0608896707299106
Bsg	1.750429279523339	1.7559058321475116	1.764295014408299	1.7786484612226814	1.7852569757752106	1.7349901942820138	1.8228015166067253	1.752040842613909	1.818125645514589	1.8344304256375017	1.721740130481567	1.6955147285476566	1.7795673856688323	1.7282830900511017	1.7513580772074204	1.6850130685378204	1.6905760140128236	1.644803063005715	1.7228512161750569	1.660139914857215
Gcn1l1	0.9520622501750609	0.9103216927689736	0.9546900382946976	0.9611566266427716	0.9995093662209564	0.9376360305010294	0.896504978871715	0.9049440655223776	0.9148475516344244	0.9136368778159518	0.9894406188112892	1.002201779577318	0.9741218461892353	0.983849405830796	0.9941401270001504	1.0010460052569017	0.986090659908017	1.024857492052076	1.0071189618647534	0.9522964787321876
Oser1	0.3230927846144198	0.2961706263035368	0.3422265650637221	0.3406080871901159	0.3487485904663375	0.3107125335474496	0.3034983522463111	0.3074095501048462	0.3396778859362274	0.3599064129167218	0.2711677459618165	0.2249958774638358	0.3335510060543674	0.2532078996958767	0.2643442740266367	0.2359747532062636	0.2323333825050767	0.1765358187587942	0.2261369176428812	0.2450095809449764
Rps19bp1	0.1456434426793522	0.1874166110735904	0.1913773870217205	0.2363175451721048	0.1895082475136436	0.1616722781248399	0.2257991259998364	0.2317353592756403	0.2652160458705553	0.1930398925078889	0.1998140431269481	0.0987923470288556	0.1633379618459874	0.1406535767066621	0.1132066472210635	0.0550663235683245	0.0774398385810783	0.0558676642631279	0.0813831637474985	0.0577024555266222
Flnc	-0.8665012966615668	-0.8843520236758923	-0.9927146872368856	-1.0182447884825587	-1.0017043443601057	-0.971535518328994	-1.0210417361022035	-1.1781246935389604	-1.1066046044426274	-1.0796885315813098	-0.7117483307667262	-0.7585160301452419	-0.7685757461890624	-0.70226320033525	-0.9227745864081046	-0.692688335831784	-0.9646232166842816	-1.043483886340278	-0.7462644595631818	-0.7701324484227972
Pnmt	1.618008283307968	1.5171078303983083	1.6024873356161355	1.707044649568396	1.5891183424381627	1.5082205509754545	1.7091275007015427	1.6360855756308232	1.808388370094576	1.7476142772635872	1.4901013360695952	1.3617385786902585	1.5102189517677735	1.525923365405769	1.5804326517287328	1.536752490558533	1.5350022101395522	1.360176430636688	1.4747978352804183	1.5094538608562915
Kdm4b	0.5156884449302754	0.5143236376548208	0.5425155543431524	0.5308045461657619	0.54322769902645	0.5410031396405051	0.5128017959543959	0.5148961586301369	0.5159621217693451	0.5170111717244014	0.5934311766926205	0.5484413724608366	0.5788357415698504	0.5483087624960392	0.5711962524825714	0.5457724990988851	0.5336939613385245	0.5750999691272503	0.5438859471337211	0.5530149649709416
Fxyd3	-0.8819681060364396	-1.0374858582310538	-0.9927146872368856	-0.8760718014817143	-1.1284852457171404	-1.0701286884580667	-0.9113054963678294	-0.9022284996590926	-0.8097756120921503	-0.841845007057844	-1.0887472079982945	-1.236053313050759	-1.0493474599422452	-1.3363953402680937	-1.3489140492354326	-1.1484335998892246	-1.1491649448933368	-1.3351854908874703	-1.0629818173682717	-1.2168201568420556
Pdia5	0.2905854860816664	0.1939434021206542	0.4316846998607517	0.4985903471204703	0.3413537055727227	0.1677333479563302	0.5285750947967203	0.1980392159226749	0.2628026826892006	0.3029378961446849	0.14251257844723	0.0753891784012894	0.1833002382701422	0.1721514996254246	0.2176109166404269	0.0755063861382759	0.0226628558936852	0.0760564181208527	0.088627604281364	0.2431887275410142
Rere	0.8652932353979046	0.8390206424851843	0.8308039681997867	0.7937745966028471	0.8181677345453946	0.8435085912387082	0.8150569400468983	0.7500583002798006	0.8288931583474295	0.8215410625963204	0.8256612064022448	0.8912150697253783	0.9035748168181272	0.8602374869302851	0.884208844778984	0.9019350280818912	0.8405048379135366	0.9065822288411765	0.8926260121489268	0.8852219932602399
Atp6v1d	0.6579368944550057	0.6271823455694624	0.64220969677544	0.684114995494975	0.6621708581080189	0.6529495546728753	0.6824833981501983	0.6691996582227342	0.7173886366484352	0.6986713451454386	0.6321361085502235	0.5904457723144381	0.65162159429719	0.5901905684578806	0.6168425417012967	0.5765659731534357	0.621845704336581	0.5612477955413178	0.5306676589570855	0.6039438151872568
Lamc1	0.8902273290781639	0.8567554510297748	0.9079427824839124	0.915548269084379	0.8765995855629605	0.936354508817084	0.8832033670319055	0.9097838794112546	0.8696149996283193	0.7853054586549433	0.9388390041672096	1.024981401823573	0.9178204844870524	1.0250505803334162	0.9472451913599064	0.996467805119616	0.9090628566479738	0.9907747875985298	0.928636974788872	0.9678054604690388
Cxxc1	0.6724326052481979	0.7284587874555336	0.7085142505077522	0.6748639998004595	0.671189809408565	0.682680164055915	0.6499128170559406	0.6955039558322001	0.6492595095995527	0.7016996332362689	0.7693387237102404	0.7408363611234355	0.7984405512521187	0.7224112278154796	0.754417317907827	0.7160040546544035	0.7083749670811923	0.8012273039178829	0.7371179376481177	0.6700353980085171
Scg2	1.2255999122746697	1.214013425028983	1.1752984985638066	1.2676745903695512	1.2606072895721672	1.1170594088612418	1.2761047381378745	1.2580686360909417	1.338477884597839	1.359000352379896	1.1794112565124109	1.0606419328343204	1.1183394510426456	1.1058349104193077	1.1652653961941424	1.1298515443745214	1.1917405993159496	1.005227446320968	1.138837082980117	1.156193845559006
Tmco1	0.6626939764671291	0.6638393805391967	0.6534630300430154	0.6598737197798027	0.6512155976502042	0.6445577247256371	0.7152134351988362	0.7152025885508513	0.6665435863389564	0.6508968822794526	0.633032124652675	0.6145099856821059	0.6161336297052468	0.6079099240931357	0.6293890342440633	0.561194990394134	0.6044738038455596	0.5868021256664538	0.5595819343889521	0.6248292619178168
Bod1l1	0.3454809494960031	0.3005522062385535	0.2541776359557795	0.2158976640101527	0.261592953541272	0.3356782391582644	0.2682427002918002	0.2965572743206117	0.2430674400754715	0.25576279269415	0.3614772300793298	0.4169879106775918	0.2627745639502032	0.4002024165956316	0.2861669092207982	0.4096267529502191	0.4065644075110938	0.4278782396866364	0.3575950586636067	0.4603771048049122
Pttg1ip	1.797316226243589	1.8022037985105976	1.7860412970870834	1.7648031012722345	1.7241007037017633	1.7292970907320389	1.776769917371711	1.7607527568668606	1.8112587653532648	1.790273876804653	1.7117952420420597	1.740847738785754	1.7513108446969472	1.7323749883582331	1.744809602635982	1.706635811115154	1.7284371516306631	1.691558616651342	1.7111394330794576	1.7270432878133182
Mbd1	0.6872164593005421	0.7886056390321555	0.7421875629744786	0.6586294292398817	0.6920253310974902	0.6970771950338038	0.6254279246375866	0.7451025477088522	0.6526155053534155	0.6640898264250457	0.7889482835698858	0.8550837408981651	0.8698377891985918	0.768842326171452	0.6885220778880506	0.8688173256609713	0.7927324586614752	0.953341763099397	0.806643500756784	0.7189755198755348
Trrap	1.0875583430753604	1.0943575906186371	1.110031244465626	1.1132671069116202	1.0688303040206264	1.1076035542870342	1.069208441848975	1.0532562316069398	1.0751004890551783	1.0319590268309395	1.1256827500594442	1.1773907830748918	1.11559703171735	1.1738317720883296	1.1147856009477262	1.1668087486046932	1.0942884375940158	1.1173545657855648	1.1516399629199046	1.1846260864122315
RGD1561113	-0.1222401430558159	-0.023437744334587	-0.1396800717689776	-0.0050231438867417	-0.0612097593702352	-0.1446815599479183	-0.0766139295769155	0.0275536433852025	-0.018174109577781	-0.1268831257540106	-0.1299113210672061	-0.1401428698570201	-0.1445011965719691	-0.1429047045034862	-0.2124202922964169	-0.2919739928721687	-0.2632588711256026	-0.2777341076676565	-0.1935849284210626	-0.209702993121865
Pml	0.0628282558037633	0.1684456104950615	0.0677600390661032	0.0946357325067707	0.0561266014047612	0.1687363789752221	-0.0425248437374349	0.166645784357673	0.0011802265973534	-0.0230270225039754	0.1673983920738421	0.2713269800005157	0.1230730246505985	0.2133083868254148	0.0918546965395408	0.2981735251788686	0.178216682438229	0.3969797278150809	0.2075771630222895	0.2440999805003988
Dynlt1	0.5376427955004303	0.5376266026165692	0.5331468444641909	0.5822419632430446	0.4690849572009933	0.4979728204464169	0.5267082726420024	0.5536253331602928	0.5889131721924217	0.658007810921121	0.5220067822399291	0.4306090452646589	0.5233665037755332	0.4192319681540343	0.5105828996645287	0.4027276437265138	0.4042240263179088	0.3405711719551256	0.3788610804388497	0.4165148383243384
-	0.924047708042124	1.0583428194180442	0.9838873250601275	1.022003939972383	0.9827694155125876	0.9911738061485006	0.9308073837139802	0.9378602708707178	1.0073308071581848	0.8644405948076207	1.1187417175631738	1.1893130457933037	0.9827549421969284	1.1138234338704602	0.972594899687737	1.1326896214914617	1.1001500230184829	1.1317563743002077	1.026850890457988	1.0766267623490688
Ano1	-0.4708025241181237	-0.6038476448304033	-0.2575653121437093	-0.5175776848608096	-0.508387850629753	-0.4563766094854772	-0.3623817175709909	-0.5628068000716119	-0.6196480031207607	-0.6051104454723361	-0.2464536039919433	-0.3333342962461459	-0.1617127352413175	-0.2485068705417538	-0.3443162167973223	-0.426802638207326	-0.5312371233038033	-0.1904179848336176	-0.2807529695672681	-0.3034373661767841
Cdc123	0.5626936194415195	0.5509968802752878	0.5826103124916359	0.6160176963440749	0.6359169674070405	0.6070143996656314	0.6098252840269561	0.5986871892099692	0.6046916296845657	0.6373462303220957	0.5508830102119728	0.4969868690322532	0.6027348748951449	0.4938785878852124	0.5925439603301981	0.5298599227618409	0.5062501693318853	0.4861078056711042	0.4728919502173452	0.4996174189355362
Pi4ka	0.5083171284348171	0.5387095320320957	0.4978711116377644	0.456611425811136	0.5072449577684012	0.479553165183364	0.4945262595926435	0.5457685471650152	0.5046204472171655	0.526898584942784	0.568551393887945	0.5684532067682303	0.5346700194029612	0.5757464868552481	0.5235127753593659	0.5470760032089306	0.5933516749341706	0.5283503317908533	0.5633141023574029	0.5908907536649564
Rn60_1_1348.1	-0.6379031908619467	-1.8317489120231245	-1.8197504950416947	-2.123112924809	-2.514756591507069	-1.9475871839309529	-2.041710264002359	-1.868829594926103	-1.8670832915318871	-2.038613683929558	-1.6312516183825667	-1.7571666399591022	-2.1381015171021387	-1.8110272342604783	-2.365638493019558	-1.4344342950131006	-0.6417382045258306	-0.4943431181955048	-1.6141843164399434	-1.7219643922353525
Tbcb	0.1781659469746243	0.0378424182969455	-1.4256067711724154	-1.4159459663105345	-1.372350854660858	-1.478985021138785	-1.357844656226047	-1.671801321006183	-0.0940922796061417	-1.4138197682243443	-1.2456816954053538	-1.1936349894194616	-1.374651309196639	-1.6246582695704057	-1.2688585359263764	-1.593301044414689	-1.723609963569685	-1.6823328349193798	-1.5795401320409534	-1.8232872476486688
Foxj3	0.4734750464923641	0.4710303136497859	0.4299403048601642	0.4234544827763327	0.4193246765889898	0.4329330953369899	0.4360777544756225	0.4068074954403526	0.4230460727960283	0.4517689457288538	0.5077730514455319	0.5191066127863551	0.4621224575670969	0.4934951951353825	0.4415817427695666	0.4733429798146043	0.5038536359608018	0.4706330505142232	0.5067918791512671	0.5168236537771183
Aasdhppt	0.559126494131699	0.5131863079701923	0.531251640902299	0.5320175654833946	0.5994188262810193	0.5503898537726718	0.5662546285796478	0.5505848618599286	0.556689933194575	0.5443356829773937	0.529248393453115	0.4941522594046407	0.5399873811573229	0.4601989170656316	0.5326192391571841	0.4486092258863475	0.4643785102002336	0.4458937354022181	0.4587770903464188	0.4574106635883941
Ylpm1	0.5078218449700248	0.4704103315368991	0.5202111595642658	0.5541235926191512	0.5241333930199503	0.5251166734692847	0.4693079813235217	0.5078161710797903	0.4374984960099132	0.4719779433806189	0.5996985795237679	0.5315745563918524	0.572115376178669	0.5575095599001981	0.5799363711957742	0.5435924240968621	0.519462408696696	0.5100153661193317	0.5472567354501449	0.5385466232359023
Map3k9	-0.7334459158985873	-0.5292892580611676	-0.4354648108516679	-0.6862159977749244	-0.8344858863631582	-0.5663866549479759	-0.5791746966056877	-0.3448418847500094	-0.4784517918117779	-0.6813527123195272	-0.3851124618942528	-0.2375632009305675	-0.6374165980176485	-0.3567382631458743	-0.5240716526153022	-0.3483375732362554	-0.2837455805040502	-0.275229559054665	-0.2172971011135435	-0.2927041028872165
Chga	2.158805357413905	2.1289039737134656	2.171970816443638	2.223674952365273	2.242028364754391	2.069295110418911	2.250821031801244	2.2284579669343123	2.3403947784404058	2.314703564047679	2.1877793743392338	2.00075342311898	2.1004230340399594	2.076767773315583	2.1056056458493706	2.055084386312306	2.113843701521167	1.8867793357028004	2.0430745262473025	2.125676576414248
Spata13	0.9914541032456952	1.0628952697143323	0.9998033507131748	1.113512199619051	0.990651782954281	1.055069132724732	0.9576595296450668	1.054660563882381	1.0097127125964942	0.9776587906559364	1.1152340530713976	1.2221370664432183	0.9417092391211976	1.1540306797773414	1.0386469105974196	1.2585741337602252	1.164575185818915	1.243378442374625	1.2047447233579838	1.1825276563920095
Dhx38	0.4456621509021402	0.437722019746352	0.461530273855886	0.432948193900076	0.4994834135071325	0.4155554727821236	0.375841462684696	0.4625230924301273	0.39531800968	0.4630196379576632	0.5220067822399291	0.4235720862103707	0.5565410272016859	0.5041211595563893	0.5219787529171519	0.4930604217824343	0.4716053296428185	0.4739896624531146	0.4957448110403146	0.485189264955092
Myo5b	-0.9144061004473588	-0.7825118954813448	-0.6053669377573064	-0.8021724293714793	-0.8344858863631582	-0.864656916390913	-0.8399646475294826	-0.6710477670644539	-0.9499029610858676	-0.7395197054408897	-0.6718619216275783	-0.7818949524002604	-0.4942936582191449	-0.9032218912916906	-0.532463702335081	-0.4580983411935478	-0.6513431176058421	-0.399378363549967	-0.492789675434092	-0.5597784250057514
Epb41l3	-0.4848684239720617	-0.3002223214448697	-0.3999766590215199	-0.3086859468484287	-0.2386614231984052	-0.4093320329736178	-0.2971343744758443	-0.2959316584594408	-0.2827549901342087	-0.3342913163492378	-0.4182499808427288	-0.5741105979345599	-0.4757715146494222	-0.4528172339402252	-0.4957627852716269	-0.5054829932466185	-0.4099560285528254	-0.5694432679575313	-0.5203108594829522	-0.3922175759500385
Gata3	-0.277426518588496	-0.2691513341861474	-0.4094057531012898	-0.2255767076272815	-0.1691006281049226	-0.2728175155290742	-0.3408464205378529	-0.2514617820075809	-0.2307029758336356	-0.2158317772282734	-0.3574245408990504	-0.4674865135955657	-0.4509375508750204	-0.4258254813440761	-0.4918465623260116	-0.3944958104863552	-0.4220666104726575	-0.5431352873373765	-0.2807529695672681	-0.3608454374941748
Col12a1	0.8684481954307441	0.6134080473982854	0.7800749439787245	0.4480516934599816	0.5573485886700377	0.8309781210637903	0.5975258017832255	0.4562254713390147	0.5284826896743583	0.5708042149322733	0.8011757402296222	0.9168090822566254	0.8574729963047074	1.0048027555678285	0.7430352866152394	0.8860911019901963	0.6580624739987697	0.8109779682448528	0.8548649831776878	0.9026664147845428
Ptch1	0.4501279512499861	0.3573837236904973	0.2672938259252504	0.3223288531670336	0.3017324261484697	0.3525752996022837	0.3064080871441001	0.2609089467239213	0.3191942965175423	0.3389625176281691	0.3745317129845459	0.4108757859441005	0.4038370902909839	0.4585569996344349	0.3339067966761998	0.4416948071141208	0.4117905288419475	0.5105338634434421	0.4983972433408302	0.4298923409863169
